Domain,Primary domain,Name,Domain type,Organization,Status,Region,GovSystem,HTTP Support,HTTPS Support,Statuscode,Is archived,Archives,Archive priority,Archive Strategy,ASN,ASN Country code,IPs,GovType
krymsk.23.mvd.ru,,Отдел МВД России по Крымскому району,Сайт территориального управления ФОИВ,МВД России,,"Республика Крым,Краснодарский край",,Да,Да,200,,,,,209030,RU,"82.202.189.119,82.202.189.118",Федеральная исполнительная власть
kstovo.52.mvd.ru,,,,МВД России,,,,Да,Да,500,,,,,209030,RU,"82.202.189.118,82.202.189.119",Федеральная исполнительная власть
ksv.18.mvd.ru,,,,МВД России,,,,Да,Да,200,,,,,209030,RU,"82.202.189.119,82.202.189.118",Федеральная исполнительная власть
kui.mvd.ru,,Казанский юридический институт МВД России,Сайт госучреждения,МВД России,,,,Да,Да,200,,,,,209030,RU,"82.202.189.118,82.202.189.119",Федеральная исполнительная власть
kumeny.43.mvd.ru,,,,МВД России,,,,Да,Да,200,,,,,209030,RU,"82.202.189.119,82.202.189.118",Федеральная исполнительная власть
kumilga.34.mvd.ru,,,,МВД России,,,,Да,Да,200,,,,,209030,RU,"82.202.189.118,82.202.189.119",Федеральная исполнительная власть
kunc.77.mvd.ru,,,Сайт территориального управления ФОИВ,МВД России,Пустая страница,Москва,,Да,Нет,503,,,Не архивируется,,209030,RU,"82.202.189.119,82.202.189.118",Федеральная исполнительная власть
kunc.msk.mvd.ru,,,,МВД России,Пустая страница,,,Да,Нет,503,,,,,209030,RU,"82.202.189.118,82.202.189.119",Федеральная исполнительная власть
kuragino.24.mvd.ru,,"МО МВД  России "" Курагинский""",Сайт территориального управления ФОИВ,МВД России,,Красноярский край,,Да,Да,200,,,,,209030,RU,"82.202.189.118,82.202.189.119",Федеральная исполнительная власть
kurchat.46.mvd.ru,,,,МВД России,,,,Да,Да,200,,,,,209030,RU,"82.202.189.119,82.202.189.118",Федеральная исполнительная власть
kurgan.23.mvd.ru,,,,МВД России,,Краснодарский край,,Да,Да,200,,,,,209030,RU,"82.202.189.119,82.202.189.118",Федеральная исполнительная власть
kurgan.45.mvd.ru,,,,МВД России,Пустая страница,,,Да,Нет,503,,,,,209030,RU,"82.202.189.119,82.202.189.118",Федеральная исполнительная власть
kurort.78.mvd.ru,,,Сайт территориального управления ФОИВ,МВД России,Пустая страница,,,Да,Нет,503,,,Не архивируется,,209030,RU,"82.202.189.119,82.202.189.118",Федеральная исполнительная власть
kursk-gorod.46.mvd.ru,,,,МВД России,,Курская область,,Да,Да,200,,,,,209030,RU,"82.202.189.118,82.202.189.119",Федеральная исполнительная власть
kurskiy.46.mvd.ru,,,,МВД России,,Курская область,,Да,Да,200,,,,,209030,RU,"82.202.189.118,82.202.189.119",Федеральная исполнительная власть
kushhev.23.mvd.ru,,,,МВД России,,,,Да,Да,200,,,,,209030,RU,"82.202.189.118,82.202.189.119",Федеральная исполнительная власть
kvl.25.mvd.ru,,,,МВД России,,,,Да,Да,200,,,,,209030,RU,"82.202.189.118,82.202.189.119",Федеральная исполнительная власть
kyahta.03.mvd.ru,,,Сайт территориального управления ФОИВ,МВД России,Пустая страница,Республика Бурятия,,Да,Нет,503,,,Не архивируется,,209030,RU,"82.202.189.119,82.202.189.118",Федеральная исполнительная власть
lab.23.mvd.ru,,,,МВД России,,,,Да,Да,200,,,,,209030,RU,"82.202.189.119,82.202.189.118",Федеральная исполнительная власть
leningradskii.23.mvd.ru,,,,МВД России,,Ленинградская область,,Да,Да,200,,,,,209030,RU,"82.202.189.118,82.202.189.119",Федеральная исполнительная власть
leninsk.34.mvd.ru,,,,МВД России,,,,Да,Да,200,,,,,209030,RU,"82.202.189.118,82.202.189.119",Федеральная исполнительная власть
leninskiy.50.mvd.ru,,УМВД России по Ленинскому району,Сайт территориального управления ФОИВ,МВД России,,Московская область,,Да,Да,200,,,,,209030,RU,"82.202.189.118,82.202.189.119",Федеральная исполнительная власть
lesnoe.dt.mvd.ru,,ФКУЗ «Санаторий «Лесное озеро» МВД России»,Сайт госучреждения,МВД России,,,,Да,Да,200,,,,,209030,RU,"82.202.189.118,82.202.189.119",Федеральная исполнительная власть
lesosib.24.mvd.ru,,Отдел МВД России по г. Лесосибирску,Сайт территориального управления ФОИВ,МВД России,,Красноярский край,,Да,Да,200,,,,,209030,RU,"82.202.189.119,82.202.189.118",Федеральная исполнительная власть
letters.mvd.ru,,,,МВД России,Активен,,,Да,Да,404,,,,,209030,RU,"82.202.189.119,82.202.189.118",Федеральная исполнительная власть
lgov.46.mvd.ru,,,,МВД России,,,,Да,Да,200,,,,,209030,RU,"82.202.189.118,82.202.189.119",Федеральная исполнительная власть
limited.dev.mvd.ru,,,Иное,МВД России,Запаролено,,,Да,Да,401,,,Не архивируется,,209030,RU,"82.202.189.118,82.202.189.119",Федеральная исполнительная власть
limited.guvm.mvd.ru,,,,МВД России,,,,Да,Да,200,,,,,209030,RU,82.202.190.3,Федеральная исполнительная власть
lobnya.50.mvd.ru,,ОМВД России по г.о. Лобня,Сайт территориального управления ФОИВ,МВД России,,Московская область,,Да,Да,200,,,,,209030,RU,"82.202.189.119,82.202.189.118",Федеральная исполнительная власть
lod.lo.78.mvd.ru,,,Сайт территориального управления ФОИВ,МВД России,Пустая страница,,,Да,Нет,503,,,Не архивируется,,209030,RU,"82.202.189.119,82.202.189.118",Федеральная исполнительная власть
